Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
13686.0,66,3,409.04,4,3,2,432,Potential Loyalists
13687.0,440,1,11880.84,1,1,5,115,Lost Customers
13688.0,637,1,375.5,1,1,2,112,Lost Customers
13689.0,154,2,1259.5,3,2,4,324,Lost Customers
13690.0,31,1,172.25,4,1,1,411,Lost Customers
13691.0,486,1,212.78,1,1,1,111,Lost Customers
13692.0,26,5,3114.4,4,4,5,445,Loyal Customers
13693.0,365,9,2011.8200000000002,2,5,4,254,Loyal Customers
13694.0,27,140,193351.65,4,5,5,455,Loyal Customers
13695.0,3,16,2770.73,5,5,4,554,Champions
13696.0,404,3,2020.4,2,3,4,234,At Risk
13697.0,334,1,151.3,2,1,1,211,Lost Customers
13698.0,598,2,465.53000000000003,1,2,2,122,Lost Customers
13699.0,157,2,764.15,3,2,3,323,Lost Customers
13700.0,7,13,2613.46,5,5,4,554,Champions
13701.0,448,1,161.0,1,1,1,111,Lost Customers
13702.0,447,1,135.18,1,1,1,111,Lost Customers
13703.0,320,2,425.56,2,2,2,222,Lost Customers
13704.0,1,8,2143.38,5,4,4,544,Champions
13705.0,146,7,2035.33,3,4,4,344,Loyal Customers
13706.0,70,2,631.1700000000001,4,2,3,423,Potential Loyalists
13707.0,268,5,3365.86,2,4,5,245,Loyal Customers
13708.0,273,1,296.88,2,1,2,212,Lost Customers
13709.0,51,16,7063.4400000000005,4,5,5,455,Loyal Customers
13710.0,122,3,509.52,3,3,2,332,Lost Customers
13711.0,220,9,1792.26,2,5,4,254,Loyal Customers
13712.0,160,2,766.42,3,2,3,323,Lost Customers
13713.0,410,3,743.26,2,3,3,233,At Risk
13714.0,467,1,161.35,1,1,1,111,Lost Customers
13715.0,224,17,8483.29,2,5,5,255,Loyal Customers
13716.0,271,1,138.28,2,1,1,211,Lost Customers
13717.0,58,8,1763.3,4,4,4,444,Loyal Customers
13718.0,160,2,306.55,3,2,2,322,Lost Customers
13719.0,17,11,2815.25,5,5,4,554,Champions
13720.0,118,4,799.9,3,3,3,333,Lost Customers
13721.0,275,2,741.54,2,2,3,223,Lost Customers
13722.0,133,10,5635.41,3,5,5,355,Loyal Customers
13723.0,189,6,1209.2,3,4,3,343,Loyal Customers
13724.0,373,1,213.01,2,1,1,211,Lost Customers
13725.0,51,8,1980.56,4,4,4,444,Loyal Customers
13726.0,102,2,1079.66,3,2,3,323,Lost Customers
13727.0,30,8,1080.05,4,4,3,443,Loyal Customers
13728.0,109,16,2855.17,3,5,4,354,Loyal Customers
13729.0,437,3,724.73,1,3,3,133,At Risk
13730.0,137,2,752.6,3,2,3,323,Lost Customers
13731.0,160,2,610.59,3,2,2,322,Lost Customers
13732.0,30,1,491.86,4,1,2,412,Lost Customers
13733.0,412,2,487.03000000000003,2,2,2,222,Lost Customers
13734.0,460,4,6701.640000000001,1,3,5,135,At Risk
13735.0,26,13,9813.22,4,5,5,455,Loyal Customers
13736.0,262,6,2391.84,2,4,4,244,Loyal Customers
13737.0,202,1,339.6,3,1,2,312,Lost Customers
13738.0,487,1,440.93,1,1,2,112,Lost Customers
13739.0,20,2,292.2,5,2,2,522,Potential Loyalists
13740.0,242,5,1597.77,2,4,4,244,Loyal Customers
13741.0,73,3,668.4300000000001,4,3,3,433,Potential Loyalists
13742.0,18,12,3131.02,5,5,5,555,Champions
13743.0,2,6,1065.84,5,4,3,543,Champions
13744.0,216,2,1156.36,2,2,3,223,Lost Customers
13745.0,164,2,777.36,3,2,3,323,Lost Customers
13746.0,415,1,176.69,2,1,1,211,Lost Customers
13747.0,396,2,249.39999999999998,2,2,1,221,Lost Customers
13748.0,160,9,2268.35,3,5,4,354,Loyal Customers
13750.0,55,11,3602.18,4,5,5,455,Loyal Customers
13751.0,290,1,296.25,2,1,2,212,Lost Customers
13752.0,97,7,1590.73,3,4,4,344,Loyal Customers
13753.0,289,4,2094.57,2,3,4,234,At Risk
13754.0,34,3,447.05,4,3,2,432,Potential Loyalists
13755.0,11,8,2004.45,5,4,4,544,Champions
13756.0,24,21,8361.1,5,5,5,555,Champions
13757.0,649,1,195.55,1,1,1,111,Lost Customers
13758.0,13,15,9416.98,5,5,5,555,Champions
13759.0,73,2,659.4100000000001,4,2,3,423,Potential Loyalists
13760.0,56,5,1363.6399999999999,4,4,4,444,Loyal Customers
13761.0,52,6,1952.17,4,4,4,444,Loyal Customers
13762.0,220,5,2472.48,2,4,4,244,Loyal Customers
13763.0,154,3,5217.44,3,3,5,335,Lost Customers
13764.0,72,6,2953.26,4,4,5,445,Loyal Customers
13765.0,655,1,352.821,1,1,2,112,Lost Customers
13766.0,702,1,190.35,1,1,1,111,Lost Customers
13767.0,27,72,34654.55,4,5,5,455,Loyal Customers
13768.0,728,2,875.97,1,2,3,123,Lost Customers
13769.0,94,19,5482.5,3,5,5,355,Loyal Customers
13770.0,424,4,785.37,1,3,3,133,At Risk
13771.0,184,9,5728.82,3,5,5,355,Loyal Customers
13772.0,183,8,3114.2200000000003,3,4,5,345,Loyal Customers
13773.0,487,2,301.54,1,2,2,122,Lost Customers
13774.0,83,1,345.0,3,1,2,312,Lost Customers
13775.0,592,1,1049.66,1,1,3,113,Lost Customers
13776.0,519,2,623.98,1,2,3,123,Lost Customers
13777.0,26,59,56213.18,4,5,5,455,Loyal Customers
13778.0,105,4,1124.49,3,3,3,333,Lost Customers
13779.0,369,1,161.13,2,1,1,211,Lost Customers
13780.0,172,3,735.82,3,3,3,333,Lost Customers
13781.0,282,3,778.83,2,3,3,233,At Risk
13782.0,14,13,1793.72,5,5,4,554,Champions
13783.0,434,4,1542.09,1,3,4,134,At Risk
13784.0,11,14,2910.23,5,5,4,554,Champions
13785.0,519,4,542.49,1,3,2,132,At Risk
13786.0,385,6,3358.94,2,4,5,245,Loyal Customers
13787.0,77,6,1222.5,3,4,3,343,Loyal Customers
13788.0,507,1,3.75,1,1,1,111,Lost Customers
13789.0,390,1,239.46,2,1,1,211,Lost Customers
13791.0,170,2,1516.0,3,2,4,324,Lost Customers
13792.0,245,3,383.95,2,3,2,232,At Risk
13793.0,648,1,96.0,1,1,1,111,Lost Customers
13794.0,400,1,126.03,2,1,1,211,Lost Customers
13795.0,373,4,836.3,2,3,3,233,At Risk
13796.0,501,1,289.7,1,1,2,112,Lost Customers
13797.0,438,3,1179.45,1,3,3,133,At Risk
13798.0,2,108,74672.43000000001,5,5,5,555,Champions
13799.0,118,9,2803.57,3,5,4,354,Loyal Customers
13800.0,284,3,1679.56,2,3,4,234,At Risk
13801.0,245,1,324.8,2,1,2,212,Lost Customers
13802.0,140,19,26259.11,3,5,5,355,Loyal Customers
13803.0,257,3,1338.91,2,3,4,234,At Risk
13804.0,80,9,3208.52,3,5,5,355,Loyal Customers
13805.0,54,2,924.5999999999999,4,2,3,423,Potential Loyalists
13806.0,154,1,256.38,3,1,1,311,Lost Customers
13807.0,517,3,534.8,1,3,2,132,At Risk
13808.0,48,5,1747.66,4,4,4,444,Loyal Customers
13809.0,162,3,679.6999999999999,3,3,3,333,Lost Customers
13810.0,30,3,1499.01,4,3,4,434,Potential Loyalists
13811.0,96,3,814.5,3,3,3,333,Lost Customers
13812.0,44,3,539.0,4,3,2,432,Potential Loyalists
13813.0,32,8,2765.4700000000003,4,4,4,444,Loyal Customers
13814.0,124,3,2257.32,3,3,4,334,Lost Customers
13815.0,24,8,7475.74,5,4,5,545,Champions
13816.0,25,2,571.6700000000001,4,2,2,422,Potential Loyalists
13817.0,60,2,382.98,4,2,2,422,Potential Loyalists
13818.0,549,1,61.28,1,1,1,111,Lost Customers
13819.0,39,6,2642.35,4,4,4,444,Loyal Customers
13820.0,420,3,660.65,1,3,3,133,At Risk
13821.0,146,6,1410.73,3,4,4,344,Loyal Customers
13822.0,42,2,632.0,4,2,3,423,Potential Loyalists
13823.0,20,7,3403.4500000000003,5,4,5,545,Champions
13824.0,7,12,3314.76,5,5,5,555,Champions
13825.0,623,2,255.59,1,2,1,121,Lost Customers
13826.0,178,1,189.5,3,1,1,311,Lost Customers
13827.0,59,3,412.05,4,3,2,432,Potential Loyalists
13828.0,24,1,209.49,5,1,1,511,Lost Customers
13829.0,422,1,102.0,1,1,1,111,Lost Customers
13830.0,524,1,156.85000000000002,1,1,1,111,Lost Customers
13831.0,18,18,7023.58,5,5,5,555,Champions
13832.0,21,2,613.6899999999999,5,2,3,523,Potential Loyalists
13833.0,279,2,701.36,2,2,3,223,Lost Customers
13834.0,371,2,324.19,2,2,2,222,Lost Customers
13835.0,27,7,1095.27,4,4,3,443,Loyal Customers
13836.0,416,2,620.37,2,2,3,223,Lost Customers
13837.0,6,2,271.24,5,2,1,521,Potential Loyalists
13838.0,119,10,1966.09,3,5,4,354,Loyal Customers
13839.0,429,1,139.95000000000002,1,1,1,111,Lost Customers
13840.0,418,1,651.4,1,1,3,113,Lost Customers
13841.0,341,1,85.0,2,1,1,211,Lost Customers
13842.0,1,18,5629.91,5,5,5,555,Champions
13843.0,382,1,319.75,2,1,2,212,Lost Customers
13844.0,13,1,361.62,5,1,2,512,Lost Customers
13845.0,184,1,312.98,3,1,2,312,Lost Customers
13846.0,26,4,1307.79,4,3,4,434,Potential Loyalists
13847.0,721,1,310.72,1,1,2,112,Lost Customers
13848.0,124,8,3335.0,3,4,5,345,Loyal Customers
13849.0,53,5,3469.3,4,4,5,445,Loyal Customers
13850.0,306,1,1595.48,2,1,4,214,Lost Customers
13851.0,216,8,4606.46,2,4,5,245,Loyal Customers
13852.0,494,1,187.35000000000002,1,1,1,111,Lost Customers
13853.0,59,1,1090.1399999999999,4,1,3,413,Lost Customers
13854.0,2,39,12253.96,5,5,5,555,Champions
13855.0,502,4,1310.3400000000001,1,3,4,134,At Risk
13856.0,96,11,1142.03,3,5,3,353,Loyal Customers
13857.0,395,6,1001.01,2,4,3,243,Loyal Customers
13858.0,59,1,216.17000000000002,4,1,1,411,Lost Customers
13859.0,328,2,515.86,2,2,2,222,Lost Customers
13860.0,16,4,926.45,5,3,3,533,Potential Loyalists
13861.0,532,2,273.26,1,2,1,121,Lost Customers
13862.0,20,9,2556.09,5,5,4,554,Champions
13863.0,190,4,1239.55,3,3,4,334,Lost Customers
13864.0,388,1,662.4000000000001,2,1,3,213,Lost Customers
13865.0,1,4,501.56,5,3,2,532,Potential Loyalists
13866.0,76,1,145.67,3,1,1,311,Lost Customers
13867.0,76,3,1015.29,3,3,3,333,Lost Customers
13868.0,302,2,3192.54,2,2,5,225,Lost Customers
13869.0,125,10,8111.57,3,5,5,355,Loyal Customers
13870.0,42,14,5559.33,4,5,5,455,Loyal Customers
13871.0,24,17,7885.85,5,5,5,555,Champions
13872.0,529,3,919.57,1,3,3,133,At Risk
13873.0,3,8,1038.92,5,4,3,543,Champions
13874.0,359,7,2049.15,2,4,4,244,Loyal Customers
13875.0,39,14,4814.37,4,5,5,455,Loyal Customers
13876.0,154,1,122.7,3,1,1,311,Lost Customers
13877.0,88,3,449.68,3,3,2,332,Lost Customers
13878.0,56,4,2473.06,4,3,4,434,Potential Loyalists
13879.0,617,1,395.5,1,1,2,112,Lost Customers
13880.0,23,17,4391.66,5,5,5,555,Champions
13881.0,13,42,44609.98,5,5,5,555,Champions
13882.0,13,4,998.05,5,3,3,533,Potential Loyalists
13883.0,12,15,6560.02,5,5,5,555,Champions
13884.0,32,10,1888.48,4,5,4,454,Loyal Customers
13885.0,202,2,506.8,3,2,2,322,Lost Customers
13886.0,73,1,243.56,4,1,1,411,Lost Customers
13887.0,205,1,349.55,3,1,2,312,Lost Customers
13888.0,3,7,2169.05,5,4,4,544,Champions
13889.0,124,6,1991.23,3,4,4,344,Loyal Customers
13890.0,24,12,2565.63,5,5,4,554,Champions
13891.0,380,3,863.56,2,3,3,233,At Risk
13892.0,28,6,1267.65,4,4,4,444,Loyal Customers
13893.0,299,1,821.1,2,1,3,213,Lost Customers
13894.0,25,3,564.62,4,3,2,432,Potential Loyalists
13895.0,30,6,4008.52,4,4,5,445,Loyal Customers
13896.0,627,1,388.55,1,1,2,112,Lost Customers
13897.0,52,3,1160.72,4,3,3,433,Potential Loyalists
13898.0,327,2,686.4,2,2,3,223,Lost Customers
13899.0,18,2,388.52,5,2,2,522,Potential Loyalists
13900.0,95,6,1610.5900000000001,3,4,4,344,Loyal Customers
13901.0,74,15,5676.34,3,5,5,355,Loyal Customers
13902.0,634,5,34095.26,1,4,5,145,Loyal Customers
13903.0,608,1,165.45000000000002,1,1,1,111,Lost Customers
13904.0,296,2,332.64,2,2,2,222,Lost Customers
13905.0,882,1,312.65,1,1,2,112,Lost Customers
13906.0,411,1,42.0,2,1,1,211,Lost Customers
13907.0,693,1,136.8,1,1,1,111,Lost Customers
13908.0,81,4,2369.55,3,3,4,334,Lost Customers
13909.0,365,2,286.6,2,2,2,222,Lost Customers
13911.0,59,20,4234.99,4,5,5,455,Loyal Customers
13912.0,366,1,124.95,2,1,1,211,Lost Customers
13913.0,508,1,42.22,1,1,1,111,Lost Customers
13914.0,13,2,626.45,5,2,3,523,Potential Loyalists
13915.0,426,1,70.80000000000001,1,1,1,111,Lost Customers
13916.0,543,4,1275.81,1,3,4,134,At Risk
13917.0,51,2,272.04,4,2,1,421,Potential Loyalists
13918.0,51,2,1212.8400000000001,4,2,3,423,Potential Loyalists
13919.0,31,4,1360.68,4,3,4,434,Potential Loyalists
13920.0,454,4,1774.68,1,3,4,134,At Risk
13921.0,366,4,730.7,2,3,3,233,At Risk
13922.0,353,3,865.2,2,3,3,233,At Risk
13923.0,55,1,351.13,4,1,2,412,Lost Customers
13924.0,19,5,1536.45,5,4,4,544,Champions
13925.0,64,4,678.25,4,3,3,433,Potential Loyalists
13926.0,25,1,223.85000000000002,4,1,1,411,Lost Customers
13927.0,76,2,708.26,3,2,3,323,Lost Customers
13928.0,12,4,464.57,5,3,2,532,Potential Loyalists
13929.0,171,11,3494.1,3,5,5,355,Loyal Customers
13930.0,59,2,337.34,4,2,2,422,Potential Loyalists
13931.0,216,11,5257.38,2,5,5,255,Loyal Customers
13932.0,296,1,307.4,2,1,2,212,Lost Customers
13933.0,111,2,608.79,3,2,2,322,Lost Customers
13934.0,265,1,922.1,2,1,3,213,Lost Customers
13935.0,598,3,6116.92,1,3,5,135,At Risk
13936.0,181,3,939.6600000000001,3,3,3,333,Lost Customers
13937.0,171,2,880.13,3,2,3,323,Lost Customers
13938.0,244,1,71.66,2,1,1,211,Lost Customers
13939.0,25,7,1560.96,4,4,4,444,Loyal Customers
13940.0,19,4,839.14,5,3,3,533,Potential Loyalists
13941.0,23,15,11122.300000000001,5,5,5,555,Champions
13942.0,536,1,320.0,1,1,2,112,Lost Customers
13943.0,401,1,246.54000000000002,2,1,1,211,Lost Customers
13944.0,655,1,200.43,1,1,1,111,Lost Customers
13945.0,426,2,854.1500000000001,1,2,3,123,Lost Customers
13946.0,81,6,1876.23,3,4,4,344,Loyal Customers
13947.0,215,1,90.60000000000001,2,1,1,211,Lost Customers
13948.0,362,4,548.76,2,3,2,232,At Risk
13949.0,26,5,1909.09,4,4,4,444,Loyal Customers
13950.0,13,4,745.0600000000001,5,3,3,533,Potential Loyalists
13951.0,178,3,674.45,3,3,3,333,Lost Customers
13952.0,189,14,12823.521,3,5,5,355,Loyal Customers
13953.0,54,12,6640.68,4,5,5,455,Loyal Customers
13954.0,72,1,227.41,4,1,1,411,Lost Customers
13955.0,126,3,545.17,3,3,2,332,Lost Customers
13956.0,56,4,869.92,4,3,3,433,Potential Loyalists
13957.0,419,3,458.25,1,3,2,132,At Risk
13958.0,381,8,4709.2300000000005,2,4,5,245,Loyal Customers
13959.0,81,6,1076.18,3,4,3,343,Loyal Customers
13960.0,23,2,230.22,5,2,1,521,Potential Loyalists
13961.0,365,1,538.4,2,1,2,212,Lost Customers
13962.0,23,3,362.8,5,3,2,532,Potential Loyalists
13963.0,253,17,3011.87,2,5,5,255,Loyal Customers
13964.0,389,2,438.9,2,2,2,222,Lost Customers
13965.0,478,3,996.61,1,3,3,133,At Risk
13966.0,437,1,390.86,1,1,2,112,Lost Customers
13967.0,147,2,166.3,3,2,1,321,Lost Customers
13968.0,366,1,123.66,2,1,1,211,Lost Customers
13969.0,18,35,13365.87,5,5,5,555,Champions
13970.0,388,2,846.55,2,2,3,223,Lost Customers
13971.0,20,14,4667.57,5,5,5,555,Champions
13972.0,72,2,190.25,4,2,1,421,Potential Loyalists
13973.0,289,1,264.7,2,1,1,211,Lost Customers
13974.0,51,2,677.72,4,2,3,423,Potential Loyalists
13975.0,122,12,5358.84,3,5,5,355,Loyal Customers
13976.0,208,4,1192.3600000000001,2,3,3,233,At Risk
13977.0,413,1,519.8100000000001,2,1,2,212,Lost Customers
13978.0,16,2,196.79,5,2,1,521,Potential Loyalists
13979.0,75,7,3416.23,3,4,5,345,Loyal Customers
13980.0,62,5,799.92,4,4,3,443,Loyal Customers
13981.0,417,1,331.14,1,1,2,112,Lost Customers
13982.0,41,9,4445.59,4,5,5,455,Loyal Customers
13983.0,1,21,7108.45,5,5,5,555,Champions
13984.0,28,12,2048.6,4,5,4,454,Loyal Customers
13985.0,1,21,9873.300000000001,5,5,5,555,Champions
13986.0,19,1,320.46,5,1,2,512,Lost Customers
13987.0,381,2,682.54,2,2,3,223,Lost Customers
13988.0,21,8,4757.8,5,4,5,545,Champions
13989.0,215,5,2026.06,2,4,4,244,Loyal Customers
13990.0,67,1,311.3,4,1,2,412,Lost Customers
13991.0,14,6,855.97,5,4,3,543,Champions
13992.0,91,3,219.5,3,3,1,331,Lost Customers
13993.0,32,19,6775.71,4,5,5,455,Loyal Customers
13994.0,41,5,2197.04,4,4,4,444,Loyal Customers
13995.0,17,14,3902.01,5,5,5,555,Champions
13996.0,388,2,895.76,2,2,3,223,Lost Customers
13997.0,490,3,382.31,1,3,2,132,At Risk
13998.0,371,3,566.7,2,3,2,232,At Risk
13999.0,12,29,9502.26,5,5,5,555,Champions
14000.0,6,5,2046.34,5,4,4,544,Champions
14001.0,47,9,4530.09,4,5,5,455,Loyal Customers
14002.0,136,2,529.73,3,2,2,322,Lost Customers
14003.0,882,1,209.41,1,1,1,111,Lost Customers
14004.0,45,11,6258.45,4,5,5,455,Loyal Customers
14005.0,11,5,2874.72,5,4,4,544,Champions
14006.0,7,7,2196.67,5,4,4,544,Champions
14007.0,514,1,79.48,1,1,1,111,Lost Customers
14008.0,641,1,509.04,1,1,2,112,Lost Customers
14009.0,200,3,1099.91,3,3,3,333,Lost Customers
14010.0,567,2,445.15,1,2,2,122,Lost Customers
14011.0,402,2,457.82,2,2,2,222,Lost Customers
14012.0,161,1,328.8,3,1,2,312,Lost Customers
14013.0,99,5,1084.57,3,4,3,343,Loyal Customers
14014.0,79,3,1948.21,3,3,4,334,Lost Customers
14015.0,54,1,917.34,4,1,3,413,Lost Customers
14016.0,209,11,11403.41,2,5,5,255,Loyal Customers
14017.0,573,1,229.75,1,1,1,111,Lost Customers
14018.0,617,1,367.15,1,1,2,112,Lost Customers
14019.0,48,3,1421.6100000000001,4,3,4,434,Potential Loyalists
14020.0,2,4,1249.01,5,3,4,534,Potential Loyalists
14021.0,6,7,1716.58,5,4,4,544,Champions
14022.0,227,2,792.15,2,2,3,223,Lost Customers
14023.0,282,2,584.07,2,2,2,222,Lost Customers
14024.0,64,3,645.74,4,3,3,433,Potential Loyalists
14025.0,371,8,4057.9,2,4,5,245,Loyal Customers
14026.0,472,2,713.11,1,2,3,123,Lost Customers
14027.0,62,1,104.82,4,1,1,411,Lost Customers
14028.0,523,3,10396.5,1,3,5,135,At Risk
14029.0,146,2,467.66,3,2,2,322,Lost Customers
14030.0,20,20,8262.29,5,5,5,555,Champions
14031.0,23,44,40999.17,5,5,5,555,Champions
14032.0,7,15,4667.15,5,5,5,555,Champions
14033.0,673,1,109.44,1,1,1,111,Lost Customers
14034.0,24,3,651.8199999999999,5,3,3,533,Potential Loyalists
14035.0,30,9,2856.72,4,5,4,454,Loyal Customers
14036.0,286,1,626.65,2,1,3,213,Lost Customers
14037.0,178,6,836.95,3,4,3,343,Loyal Customers
14038.0,80,5,3069.88,3,4,5,345,Loyal Customers
14039.0,183,2,267.28000000000003,3,2,1,321,Lost Customers
14040.0,10,35,12645.57,5,5,5,555,Champions
14041.0,268,1,141.41,2,1,1,211,Lost Customers
14042.0,727,1,431.98,1,1,2,112,Lost Customers
14043.0,581,2,304.25,1,2,2,122,Lost Customers
14044.0,28,10,3123.1,4,5,5,455,Loyal Customers
14045.0,111,16,11313.03,3,5,5,355,Loyal Customers
14046.0,286,1,154.99,2,1,1,211,Lost Customers
14047.0,75,14,4255.03,3,5,5,355,Loyal Customers
14048.0,162,3,748.69,3,3,3,333,Lost Customers
14049.0,18,13,13239.03,5,5,5,555,Champions
14050.0,108,2,746.36,3,2,3,323,Lost Customers
14051.0,19,36,21230.100000000002,5,5,5,555,Champions
14052.0,21,2,480.81,5,2,2,522,Potential Loyalists
14053.0,156,4,572.3,3,3,2,332,Lost Customers
14054.0,215,1,92.46000000000001,2,1,1,211,Lost Customers
14055.0,108,3,1520.96,3,3,4,334,Lost Customers
14056.0,17,22,7789.63,5,5,5,555,Champions
14057.0,25,22,8408.84,4,5,5,455,Loyal Customers
14058.0,532,2,469.19,1,2,2,122,Lost Customers
14059.0,268,1,183.6,2,1,1,211,Lost Customers
14060.0,24,29,9221.6,5,5,5,555,Champions
14061.0,508,3,917.4300000000001,1,3,3,133,At Risk
14062.0,11,24,25604.2,5,5,5,555,Champions
14063.0,440,9,22710.2,1,5,5,155,Loyal Customers
14064.0,6,15,3332.42,5,5,5,555,Champions
14065.0,391,3,891.02,2,3,3,233,At Risk
14066.0,268,1,152.55,2,1,1,211,Lost Customers
14067.0,154,2,374.7,3,2,2,322,Lost Customers
14068.0,322,4,1528.3700000000001,2,3,4,234,At Risk
14069.0,516,2,230.06,1,2,1,121,Lost Customers
14070.0,686,1,326.55,1,1,2,112,Lost Customers
14071.0,21,6,1284.24,5,4,4,544,Champions
14072.0,404,1,390.85,2,1,2,212,Lost Customers
14073.0,153,1,151.04,3,1,1,311,Lost Customers
14074.0,625,1,219.4,1,1,1,111,Lost Customers
14075.0,21,5,1418.09,5,4,4,544,Champions
14076.0,306,1,122.47,2,1,1,211,Lost Customers
14077.0,42,6,615.08,4,4,3,443,Loyal Customers
14078.0,67,9,1692.6299999999999,4,5,4,454,Loyal Customers
14079.0,156,2,618.73,3,2,3,323,Lost Customers
14080.0,153,5,1115.68,3,4,3,343,Loyal Customers
14081.0,70,10,5370.1,4,5,5,455,Loyal Customers
14082.0,365,2,413.36,2,2,2,222,Lost Customers
14083.0,38,10,960.69,4,5,3,453,Loyal Customers
14084.0,514,1,150.5,1,1,1,111,Lost Customers
14085.0,11,32,9874.27,5,5,5,555,Champions
14086.0,642,1,39.95,1,1,1,111,Lost Customers
14087.0,406,2,651.8,2,2,3,223,Lost Customers
14088.0,12,16,64036.8,5,5,5,555,Champions
14089.0,58,1,161.0,4,1,1,411,Lost Customers
14090.0,326,1,76.32000000000001,2,1,1,211,Lost Customers
14091.0,436,2,9530.08,1,2,5,125,Lost Customers
14092.0,25,24,7229.45,4,5,5,455,Loyal Customers
14093.0,14,1,442.85,5,1,2,512,Lost Customers
14094.0,441,1,335.22,1,1,2,112,Lost Customers
14095.0,724,1,2.95,1,1,1,111,Lost Customers
14096.0,13,16,56228.81,5,5,5,555,Champions
14097.0,483,2,422.86,1,2,2,122,Lost Customers
14098.0,275,1,147.35,2,1,1,211,Lost Customers
14099.0,18,20,5765.71,5,5,5,555,Champions
14100.0,139,1,194.9,3,1,1,311,Lost Customers
14101.0,75,13,9961.93,3,5,5,355,Loyal Customers
14102.0,13,4,1241.78,5,3,4,534,Potential Loyalists
14104.0,126,5,771.58,3,4,3,343,Loyal Customers
14105.0,240,5,5988.83,2,4,5,245,Loyal Customers
14106.0,1032,1,214.8,1,1,1,111,Lost Customers
14107.0,53,11,4877.3,4,5,5,455,Loyal Customers
14108.0,91,4,1044.96,3,3,3,333,Lost Customers
14109.0,74,1,144.2,3,1,1,311,Lost Customers
14110.0,2,32,12662.51,5,5,5,555,Champions
14111.0,7,4,692.85,5,3,3,533,Potential Loyalists
14112.0,24,13,5834.59,5,5,5,555,Champions
14113.0,24,15,6620.71,5,5,5,555,Champions
14114.0,38,7,1364.09,4,4,4,444,Loyal Customers
14115.0,404,2,622.67,2,2,3,223,Lost Customers
14116.0,21,5,1382.74,5,4,4,544,Champions
14117.0,145,1,90.0,3,1,1,311,Lost Customers
14118.0,519,1,458.45,1,1,2,112,Lost Customers
14119.0,377,2,183.37,2,2,1,221,Lost Customers
14121.0,12,3,2008.99,5,3,4,534,Potential Loyalists
14122.0,408,3,362.42,2,3,2,232,At Risk
14123.0,912,1,436.18,1,1,2,112,Lost Customers
14124.0,86,1,419.58,3,1,2,312,Lost Customers
14125.0,12,3,2740.43,5,3,4,534,Potential Loyalists
14126.0,12,4,1172.46,5,3,3,533,Potential Loyalists
14127.0,94,6,1900.0800000000002,3,4,4,344,Loyal Customers
14128.0,62,3,924.21,4,3,3,433,Potential Loyalists
14129.0,19,8,2438.76,5,4,4,544,Champions
14130.0,321,4,1882.67,2,3,4,234,At Risk
14131.0,707,1,187.87,1,1,1,111,Lost Customers
14132.0,4,10,3270.9,5,5,5,555,Champions
14133.0,306,4,911.14,2,3,3,233,At Risk
14134.0,384,15,11123.35,2,5,5,255,Loyal Customers
14135.0,40,23,9504.02,4,5,5,455,Loyal Customers
14136.0,587,5,1570.81,1,4,4,144,Loyal Customers
14137.0,697,1,332.7,1,1,2,112,Lost Customers
14138.0,154,1,638.21,3,1,3,313,Lost Customers
14139.0,48,4,1086.8,4,3,3,433,Potential Loyalists
14140.0,122,1,540.99,3,1,2,312,Lost Customers
14141.0,31,3,688.7800000000001,4,3,3,433,Potential Loyalists
14142.0,648,2,983.15,1,2,3,123,Lost Customers
14143.0,135,1,115.8,3,1,1,311,Lost Customers
14144.0,429,1,30.6,1,1,1,111,Lost Customers
14145.0,48,7,7600.05,4,4,5,445,Loyal Customers
14146.0,83,12,9450.3,3,5,5,355,Loyal Customers
14147.0,79,9,2590.2,3,5,4,354,Loyal Customers
14148.0,235,2,466.29,2,2,2,222,Lost Customers
14149.0,281,1,446.62,2,1,2,212,Lost Customers
14150.0,244,2,658.64,2,2,3,223,Lost Customers
14151.0,618,2,679.45,1,2,3,123,Lost Customers
14152.0,77,7,1997.3400000000001,3,4,4,344,Loyal Customers
14153.0,485,1,233.39999999999998,1,1,1,111,Lost Customers
14154.0,241,8,6460.7,2,4,5,245,Loyal Customers
14155.0,268,1,118.75,2,1,1,211,Lost Customers
14156.0,1,156,313946.37,5,5,5,555,Champions
14157.0,21,5,1002.7800000000001,5,4,3,543,Champions
14158.0,42,1,507.65999999999997,4,1,2,412,Lost Customers
14159.0,21,20,7938.01,5,5,5,555,Champions
14160.0,436,7,8421.47,1,4,5,145,Loyal Customers
14161.0,128,7,3318.88,3,4,5,345,Loyal Customers
14162.0,175,2,289.36,3,2,2,322,Lost Customers
14163.0,65,5,2594.62,4,4,4,444,Loyal Customers
14164.0,72,2,1631.77,4,2,4,424,Potential Loyalists
14165.0,99,1,122.53999999999999,3,1,1,311,Lost Customers
14166.0,506,2,256.85,1,2,1,121,Lost Customers
14167.0,10,8,1296.49,5,4,4,544,Champions
14168.0,422,2,370.45,1,2,2,122,Lost Customers
14169.0,446,2,624.4300000000001,1,2,3,123,Lost Customers
14170.0,377,3,597.33,2,3,2,232,At Risk
14171.0,305,2,498.79,2,2,2,222,Lost Customers
14172.0,403,3,402.72,2,3,2,232,At Risk
14173.0,12,6,586.0,5,4,2,542,Champions
14174.0,183,1,134.46,3,1,1,311,Lost Customers
